path	classification	basis
tests/test_issue3260_self_hosted_providers_settings.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3262_artifact_path_canonicalization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3283_profiles_config_import_order.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3293_title_language_drift.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3294_profile_toolset_scoping.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3306_loadsession_carry_forward.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3319_pinned_scroll_jump.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3329_artifact_tool_metadata_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3337_workspace_preview_highlight.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3340_persistent_state_toasts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3346_legacy_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3360_multi_slash_model_collision.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3368_model_prefix_shadowing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3397_transparent_stream_prose_segments.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3401_deep_review_fixes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3402_workspace_os_import.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3402_workspace_tree_move.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3405_profile_provider_resolution.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3407_sigpipe_ignore.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue341.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3411_workspace_tree_os_drop.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue342.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3424_composer_drop_hint_polish.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3429_uri_scheme_model_ids.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3429_uri_scheme_model_label.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3433_composer_path_completion.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3455_think_block_extraction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3460_cron_session_unread.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3468_duplicate_after_compression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue347.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3470_touch_unpin_streaming_scroll.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3479_ios_stream_scroll_jump.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3506_memory_and_watcher.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3510_elevenlabs_tts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3539_language_dropdown_all_locales.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3545_streaming_scroll_cue.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3546_provider_refresh_route.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3548_sessiondb_self_heal.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue357.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3571_saved_prompts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3582_tts_content_length.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3583_orphaned_tool_calls.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3585_cron_session_overflow.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3586_cli_session_source_label.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3587_intermediate_reasoning.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3592_thinking_settlement.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3595_activity_default_expanded.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3597_update_banner_position.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3599_inline_thinking_extraction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3603_external_session_import_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3623_profile_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3635_profile_chip_active.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3660_context_window_stale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3668_prompt_card_reshow_on_switch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3691_model_picker_show_all.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3696_session_attention_scope.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3700_push_to_talk.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3709_thinking_double_render.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3717_context_length_provider_overrides.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3718_live_models_custom_probe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3737_explicit_pick_client_wiring.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3746_session_move_delete_timeout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3750_lmstudio_probe_auth.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3762_importable_rows_schema_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3787_probe_pool.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3797_kanban_cli_parity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3800_compaction_summary_length.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3802_delete_session_journals.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3820_chat_activity_display_mode.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3825_oidc_auth.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3831_watermark_clear.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3833_workspace_refresh.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3842_dismissible_error_toast.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3851_jump_to_question_mobile.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3869_thinking_dots.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3870_render_user_markdown_cache_reset.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3875_blank_transcript_failsafe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3875_recovery_anchor_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3877_midstream_flicker.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3887_index_prime.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3895_opencode_go_model_picker.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3915_state_dir_warning.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3916_external_refresh_poll.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3924_cjk_slash_autocomplete.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3928_models_budget_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3929_credential_pool_classification.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3929_error_preserves_partial.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3929_partial_work_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3929_process_wakeup_pause.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3930_source_filter_pushdown.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3947_tasks_cross_profile_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3952_escape_blur_composer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3957_profile_providers_models.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3958_reasoning_post_session_context.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3959_model_suffix_dedup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3975_cron_reply_materialization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3983_browser_tts_watchdog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3987_imported_session_titles.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3988_show_cli_sessions_default.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3993_session_load_self_heal.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3994_materialize_session.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue3996_sse_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4001_inline_code_link_label.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4002_shutdown_i18n_code_spans.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4006_auto_scroll_follow_default.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue401.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4026_collapsible_paused_crons.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4029_stale_completion_age_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4039_panel_document_title.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4041_approval_poll_busy_dip.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4042_typing_lag_autoresize.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4053_external_skill_categories.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4064_worklog_mobile_overflow.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4067_import_cli_cross_profile_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4075_mermaid_lightbox.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4086_document_title_owner.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4087_skill_bundles.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4151_pwa_focus_sse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4154_sidebar_issue_numbers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4164_bound_non_git_project_context_walk.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4183_regenerate_materialize.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4251_wakeup_model_picker_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4283_recovered_context_replay.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4295_midstream_scroll_anchor.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4295_scroll_pin_reentry.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4300_gateway_approval_notice.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4324_photon_phantom_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4325_virtualization_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4346_vscroll_footer_jitter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4346_vscroll_recycled_anchor_jumpback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4356_no_git_update_check.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4360_generic_pool_quota.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4385_cron_archive_reappears.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4391_settings_shortcut.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4449_state_dir_contract.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4465_builtin_personalities.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4470_kanban_task_editor_fields.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4479_gateway_approval_history.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4490_presession_toolsets.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4496_plugin_badge_state.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4536_service_tier.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4539_transparent_tool_settle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4553_mobile_transcript_overflow.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4571_mic_insecure_origin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4582_workspace_escape_navigation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4586_named_profile_not_isolated.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4598_composer_control_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4622_settled_toolcard_body.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4622_tool_card_restore_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4626_windows_restart_no_console.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4633_crash_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4638_lineage_top_n_cap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4650_reasoning_chip_no_storm.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4650_yaml_config_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4658_transparent_collapsed_preview.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4662_profile_switch_skeleton_behaviour.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4662_profile_switch_skeleton_static.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4662_reload_config_mtime_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4662_sidebar_redaction_read_once.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue467_yolo_mode_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4685_post_compression_context_metering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4696_ios_tap_delay.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue470.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4700_agent_dir_discovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4702_portrait_open_scroll_bottom.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4705_update_summary_expand.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4713_plugins_badge_and_sort.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4714_claude_code_visibility_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4717_empty_profile_skeleton.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4718_claude_code_parse_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4720_done_scroll_jump_first_message.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4728_new_chat_default_model.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4729_reasoning_sse_coalesce.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4731_mobile_message_actions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4746_extension_gallery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4749_steer_reason_and_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4752_collapsed_card_shows_result.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4753_desktop_background_notifications.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4754_approval_dismiss_persist.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4755_profile_default_workspace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4756_session_visit_model_refresh.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4757_macos_drag_drop_mime.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4759_parallel_sidebar_boot_fetch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4761_voice_mode_config.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4765_sessions_lru_eviction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4766_sidebar_source_pushdown.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4768_cron_module_missing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue477.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4770_anthropic_oauth_detection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4771_gateway_approval_failure_ui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4771_local_approval_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4775_sidebar_hidden_zero_message_pushdown.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4783_profile_skills_mtime_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4793_dom_recycle_hardening.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4811_reconnect_chronology.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4812_session_sse_contract_rfc.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4812_session_sse_stream.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4813_cron_model_bare_name.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4814_mermaid_toolbar.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4836_manual_compression_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue483_inline_diff_viewer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4842_cli_cache_streaming.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4842_cli_sessions_streaming_freeze.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4842_cron_projection_perf.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4843_pet_webui_command.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue484_json_tree_viewer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4856_android_scroll_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4856_mobile_transcript_unscrollable.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue486_487.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4875_recovery_prompt_filter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4877_fresh_blank_boot_workspace_bind.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue487b.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4891_detail_header_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4926_shell_full_command.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4927_durable_tool_snippet.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4928_tool_arg_content_cap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue492_workspace_reorder.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4930_stale_turn_duration.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4945_markdown_table_copy.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4948_local_stale_approval.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4970_stream_done_shrink_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4973_diagnostics_watchdog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4982_openai_tts.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue4985_orphaned_webui_zero_message.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue500_message_list_virtualization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue500_session_list_virtualization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5057_moa_webui_route.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5060_boot_composer_preserve.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5099_ctrl_k_text_input_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5121_provider_auth_terminal_error.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5127_process_wakeup_bare_model.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5130_cron_profile_snapshot.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5132_state_db_override_top_n_cap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5139_gateway_approval_offline_notice.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue513_wsl_autostart.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5141_terminal_failure_transcript_evaluator.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5169_profile_active_default_workspace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5175_macos_launchd_git.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5177_hidden_tab_blank_gap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5196_windows_safe_replace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5204_redactor_memoization_contract.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5210_http_worker_bound.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5220_config_reload_stampede.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5224_terminal_error_transcript_preserve.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5231_default_kanban_dispatch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5250_settings_search_dropdown_escape.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5269_gateway_approval_docs.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5270_cli_webui_continuity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5273_active_done_viewed_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_issue5294_mobile_dictation_continuity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
